"","team2","Season","team1","Margin","Won","Team.x","Conference.x","Team.y","Conference.y","Rank.x","AdjEM.x","AdjOE.x","AdjDE.x","AdjT.x","Luck.x","SOS.x","OppAdjOE.x","OppAdjDE.x","NonConSOS.x","eFGPct.x","TOPct.x","ORPct.x","FTRate.x","OppeFGPct.x","OppTOPct.x","OppORPct.x","OppFTRate.x","FGPct3.x","FGPct2.x","FTPct.x","BlkPct.x","StlPct.x","AssistPct.x","PctFGA3.x","OppFGPct3.x","OppFGPct2.x","OppFTPct.x","OppBlkPct.x","OppStlPct.x","OppAssistPct.x","OppPctFGA3.x","PctPtsFrom1.x","PctPtsFrom2.x","PctPtsFrom3.x","OppPctPtsFrom1.x","OppPctPtsFrom2.x","OppPctPtsFrom3.x","WinPct.x","SRS.x","PPG.x","FGMPG.x","FGPCT.x","FGM3PG.x","ORBPG.x","TRBPG.x","AstPG.x","StlPG.x","BlkPG.x","TOPG.x","ASTtoTO.x","OppFGMPG.x","OppFGPCT.x","OppFGM3PG.x","OppORBPG.x","OppTRBPG.x","OppAstPG.x","OppStlPG.x","OppBlkPG.x","OppTOPG.x","OppASTtoTO.x"
"432",1281,2011,1153,15,1,"cincinnati","BE","missouri","B12",-0.397721966430708,0.398432953481188,-0.472727059886788,-1.19100980149922,-2.53560480053002,1.20494495679862,-0.0321474598124047,-0.0650148088907572,0.016622749565658,-1.21426481539227,-0.834472807968814,0.570601721564695,1.4115654425479,0.849943856120799,-1.47260452433196,-0.797853077084162,-1.82167931067944,-0.897366793804111,-0.957577021385629,-0.509893547848501,-1.92487719362743,0.776828831797421,1.12245515913846,0.415514609262557,0.440838584262528,-0.871609390206325,-1.32057662802536,0.414372445312818,-0.683775141581602,-0.881467225610218,0.265450043840747,-0.00570125387100617,0.394458323573856,-0.368434996685368,0.162647530201391,-0.373531947996001,0.0925085584650651,0.16570489617612,0.597259779703786,0.0606821310890177,-2.41928498229138,-2.37320449045927,-0.93732092076777,-0.774632792735606,0.309759847291392,0.0190360351140543,-1.24817995193106,-1.65198669675155,-1.10665621695436,-0.722622779322004,-0.31012225812801,-2.19813663632622,-1.26946409998486,-1.05958199707777,-2.10242535247895,-2.56652063564415,-1.34149833083567,0.169742072458395,0.0972312981685924,-2.06135087906563,0.400387929171865
"433",1281,2012,1313,2,1,"norfolk st.","MEAC","missouri","B12",3.65491096002547,-3.21977882250067,-4.07053450050173,0.575758953862423,0.418466037128507,3.99192250428313,-2.49420709083769,-1.80514193325175,2.3783529499917,0.851264701908855,-3.31552753258301,2.709797717281,0.731647743478211,1.01113337141749,-1.56757278783447,-0.776512295149142,0.321774980573229,1.73772228311941,-3.22626061352295,-2.28345458284771,-3.06418402021343,0.390867364282543,1.38040988751771,-1.67142035009014,-1.2646341215175,-2.61359914787116,-0.625663942848152,-0.196538016223604,1.54900074190301,-1.70938883454787,-0.889698745771073,0.575058985106839,0.946925253149426,1.27746107047661,-1.61570440667543,2.00912507886315,-0.861127134701512,-0.664751634534779,-1.46554919178638,-3.20374466090143,-2.32868280145134,-1.95830703401606,-2.83909371402709,-2.31655725879682,1.46922194025025,1.16723785970911,-2.35828062366017,-1.08675534169507,1.49117808695583,2.89924257496601,-4.01854632527902,-0.767435456561804,-1.51167547380164,-0.577973038436377,0.870079235823494,1.14949823223642,-1.22259855333366,1.94747030453694,1.01101800370288,-0.125023860089487,-0.748859778171207
"435",1285,2005,1449,11,1,"washington","P10","montana","BSky",-3.36104855495238,2.73329505548941,3.34885939309305,-0.70131879127987,1.04611245302551,0.238035498175594,2.34025046606475,1.93910344690841,-1.97707186567702,1.50692984417177,1.04881707824677,-2.20356952708922,2.21794461045409,-2.7557642383142,0.893123078284186,1.77515463077902,2.07151169832026,1.60962347037243,1.3061418575916,0.619342989867282,1.55284453311755,-2.19560094346897,-2.4304821099721,0.466869440865568,-0.527151142946905,0.241404974647079,1.01393102698853,-0.134749478196128,-0.524682395729694,1.39728009929417,0.0682568340226296,-1.08564998215371,-2.24723258080975,1.01417681765836,0.0558606855672245,1.26070178349025,0.467243803645767,-1.44450690283522,2.4565157879027,3.04501609128601,3.38753189655346,3.91875210151751,1.27219749438152,1.11252306401251,NA,0.388999866053664,2.86289631247135,1.73304775286503,-0.431831761952712,-1.52616219764328,2.60902938088778,0.7920754887657,1.49269408565913,NA,NA,0.300026397826173,NA,NA,NA,NA,NA
"441",1287,2011,1257,-1,0,"louisville","BE","morehead st.","OVC",-1.40762999237117,1.67941742484343,0.979345082467008,-1.61681293024201,0.908167007179175,-1.44022633514535,2.37824887105694,1.96286487004821,-2.04083482550449,-0.466049551639385,0.878753812429583,-1.8932947258652,-1.79528735754176,-2.21065834719361,-1.98584564271115,0.339976660051852,2.01542778880438,0.449640396453314,0.733015081149195,0.598711308109504,-0.345348149985105,-0.385458373263046,-0.135544032579238,2.65603548580007,1.47196197965943,-2.66200944672288,-0.795093311228392,0.218581788359719,1.03245782042555,0.306721298349329,-1.97578941088059,-1.19541255270637,-2.36118837844869,-0.782890849159553,1.77956913536962,1.03283197377737,0.953418840141076,-1.8823763346694,-0.0826854371628717,2.04928018601299,1.1709897027091,1.40622732806689,-0.0612578176381802,2.29138714793691,-0.788705821043537,-0.388005402224876,2.8985566005019,0.641378917153648,1.43538213043255,-1.04938086139432,2.59589900637066,0.449153197757905,-1.13737738029146,-1.46470626200508,3.05841792152967,3.26583585480314,-1.16020844864546,0.186973876930193,-0.128004657714933,0.702146483090607,-1.15881222269622
"443",1290,2008,1417,41,1,"ucla","P10","mississippi valley st.","SWAC",-5.69193576812883,5.00698288876436,4.18519950989547,-3.46843111945019,0.130415686294202,-1.55182877794165,3.94426074918483,3.67260294548491,-2.89113917438614,-1.93601773334647,3.35469589731681,-1.04292783656482,1.82716541921788,-0.652157622478102,-1.39264422030427,-0.233379025195435,-2.54138433187166,-1.98556011368256,0.157978799645217,4.10855922411489,1.86352012028596,-1.87084773542452,-1.62288735418589,0.450867122095362,0.594862577528274,0.676764778641729,-1.9905974003751,1.14978599053697,1.06310066410888,1.29722315336543,-0.155974194776048,-1.15615365532226,-1.36017839815353,0.770084048608512,-0.0959450501601269,-1.41382874598813,1.01578467134586,0.0574715894974869,3.83247662785176,4.82211846953223,2.32369072125896,2.63552307709221,3.46261068326508,0.820730699620358,NA,1.02985932676355,1.59447273743541,0.76572178014791,1.20146559399882,-0.986201777986525,1.70418737811456,-0.653569797687331,-1.17278250269871,NA,NA,-3.07134168261641,NA,NA,NA,NA,NA
"444",1290,2012,1443,1,1,"western kentucky","SB","mississippi valley st.","SWAC",-0.456726509157277,0.226922523580306,-0.284467570589877,-0.717713833499964,-0.22109473395816,-0.973836544936441,1.80734526813047,1.79368173428648,-1.21810168200472,-1.26926408371656,-0.848451660497558,0.938726483457879,0.19096153061115,1.07277668702234,-0.874785268240528,-0.897401956323463,0.00839519889859364,-0.51607530022198,-0.758642141650312,-0.526880577639742,1.24041644332892,0.012335626013134,0.566640542343896,-1.07988371544561,-1.1454188451122,-2.6134327050358,0.442699636199442,2.77983394367294,0.965554873509631,-2.43694394916466,-0.857908137021199,-2.0157934610081,1.77242972308034,0.643867111779676,-1.43585687952352,0.349051382135042,2.23560184800284,-2.67490035920928,-1.72381725741656,0.542321634980137,-0.782270132652455,-0.972168306718787,-0.395948300280794,-1.4904409103072,-0.145583470222221,-0.197819962750492,-1.29289551135203,-2.40879176201929,1.2487964242794,0.543716199143776,-1.02676924514776,0.254342167785604,0.0422489739172542,-2.47774340059637,-0.00860592177816644,-0.593555879053246,-0.524008185615212,0.477750130834554,0.262543047821469,-1.00706926568848,0.26081933770268
"446",1293,2004,1228,19,1,"illinois","B10","murray st.","OVC",-0.902551891482641,1.2469617738374,1.13702740253962,-0.781712262005227,-1.589249782526,-0.195277537537483,2.12456439443367,1.2692362265287,-2.35385894393056,1.05698359401398,-0.72336671245266,-0.519702513737349,0.403083678670061,-1.19831331748231,-0.431114328098766,0.531601690932316,1.17043880001571,0.888407048063123,0.465810519484283,-1.3214028826878,-0.51251165890505,1.29648899969998,-0.327993740131479,-0.0586581708711285,0.341339449127873,0.967200965161936,-0.955197237480619,-1.74680751270726,-0.166317782503097,-0.0575205815472632,-0.0786408772873631,-0.476388202611846,-0.999048552609173,-0.419386960415535,0.857974078877343,0.652096148841565,-0.46474815923053,-0.015351794462982,-0.449144388619248,1.24836944228797,-1.53402539869251,-1.19856365165639,-1.18617757506468,0.272023121703018,NA,-0.758639615326982,-0.88721455231431,-0.870826276379621,-0.510672256646281,-1.06423576293611,0.349996082772097,-1.52837071949919,-0.462244861204646,NA,NA,-0.189523585106831,NA,NA,NA,NA,NA
"447",1293,2012,1161,-17,0,"colorado st.","MWC","murray st.","OVC",1.14897385002857,-0.916947730874316,0.466604447344506,2.06070837357054,-0.589051747097413,0.994491383864288,1.29446106337407,0.58840219546909,-1.67385225695288,-0.322169021573088,-0.186940638952657,-0.413693372080853,-1.39285032184916,-0.692367105151152,2.12801317678582,-2.26249375940786,-1.63516667065178,0.859366732174518,0.147858422818865,-0.0987056620412913,1.23794405250072,0.780681283998775,-1.27382774418871,0.106885682687728,-1.1477539702423,3.09633227739515,0.840465906945469,1.55607886111638,-1.75397020839866,-2.05654182560016,1.49491601704319,2.91843898242107,-0.0620439669956778,1.06408614331254,-0.945653476485059,0.483197829563766,-3.24295723762951,3.01121003608581,-3.30345693031622,-0.367020680359155,-0.638549536833444,-0.361348631188765,0.172200039010141,-1.09638536082273,-1.51678845013739,-0.569945980651183,-0.3169307550336,-2.22794823362871,-1.88093012362488,-0.62046807148814,0.158409247450458,0.544525940403447,0.918484975361672,3.26319218664393,-1.38374071747378,-0.71843631312436,1.28206521525554,-1.11721392784691,1.31843630104401,-2.40941936500005,2.51650247217468
"451",1299,2013,1251,-1,0,"liberty","BSth","north carolina a&t","MEAC",1.27343101830426,-0.687673220285137,1.11700674957211,2.39701909326166,-0.250527465471023,-1.70765431942628,0.067424972280886,0.574805153232385,0.453488140198875,0.773575941426317,1.06585060278664,-1.18022939395977,-0.205711514794031,-0.919885430117633,1.18957245300312,-3.29178248231233,-0.204689463625478,-0.398463891103911,2.38813568917612,-0.258807234004332,2.29178754520501,-0.571284552932256,0.11729072364182,-0.11418770894264,-0.542197033957352,-0.484723901538526,1.94986440547183,1.84795764026173,-1.88215884268123,-1.49280515063036,-1.2078134780312,-1.32370308849451,-0.448741207999533,-0.128696109499036,0.328474161641024,-0.404232953205433,1.88315167302893,-1.74756742565447,-1.34780838083624,-0.485629699071833,1.35594559885645,1.15709607026665,1.11906657508309,0.875270150680675,-0.152124438661433,0.226031694253548,0.718198537817291,-1.21349612740455,-1.25758016017093,-1.07250567503297,0.997937747128558,2.1193617413818,1.68826852088214,-0.671565309630125,0.0812737019805315,-0.0518322214182287,0.523961719908286,0.0388260422367397,0.158991554947164,-2.77781445379668,2.75780965559881
"452",1301,2004,1435,2,1,"vanderbilt","SEC","north carolina st.","ACC",0.282580203256754,-0.621608943767426,-0.939893271045925,-0.0702971166599011,0.627926613046143,1.4955544694009,-0.771283193505337,-0.413084822208229,0.926347047741314,-1.39342186056406,-0.312698664411115,-0.544751182199198,-0.0698198792871608,-0.0959327200648815,0.179403970625214,0.236311565164959,-0.518804211430875,-0.263921641087842,0.809113733831254,-1.23158685172361,-2.55867218100704,0.39389429101218,-0.894048301242417,0.94780421765875,-1.38865970192108,1.64467627989029,-0.87831622208958,0.0584349180393058,1.22415291910588,0.603226719652981,0.156157361162518,1.4012510480951,-0.857365774544806,0.944491694058772,-0.501605010686713,-0.316180804216781,-1.74725183705055,2.08974243572201,0.117934542076404,-0.376961347228837,0.00787345933630523,0.481573732383267,-0.0523089832143911,-0.426151330526459,NA,0.336166999389728,0.953182967835201,0.587984077470753,0.902033396097833,-0.460234494321626,1.03879517083025,-0.279942373248334,-0.500598649649266,NA,NA,0.528624708246585,NA,NA,NA,NA,NA
"457",1305,2004,1210,5,1,"georgia tech","ACC","nevada","WAC",-0.23666559565098,0.484546597667401,0.131615411892989,-0.577488639386295,0.337578959015679,0.98963434029746,1.17234891173783,0.850342582900938,-1.10755315093758,-0.827226013660565,1.22023941071614,1.34438740836611,-1.02374852715662,-0.638626042225092,-0.788049550170505,1.05621199047185,1.76033681503791,1.31307587763569,0.963411494763103,0.911692667227012,-0.94003190931552,1.35907313495661,0.910580180182887,0.701618509219787,1.49809185959445,-0.194569387508947,-0.905514278724378,-1.9341072862734,0.15794218755051,1.76121243079863,0.237479462865575,1.34974840196924,-1.4308717386905,-0.936697713646229,1.53075317580323,1.13951810930838,-1.81088590780772,0.997126875553736,-0.067154942195083,0.761903346738192,0.120673044303014,0.284252819533636,0.573996058432972,1.52116368054578,NA,-0.495970601837449,0.631886279808988,1.85145548356328,-0.0450160471208242,1.37491258340626,-0.412260256981553,-0.591627119068121,-1.16697279004666,NA,NA,1.74287765998867,NA,NA,NA,NA,NA
"461",1308,2007,1400,12,1,"texas","B12","new mexico st.","WAC",-1.2534963807537,1.27845526975918,1.67437530900448,-0.218813337925607,-0.599159006994849,-1.04950614675313,1.23736778923221,0.976683847946215,-1.14742955283097,0.682918979730713,-0.506616611679157,-2.85979081597141,-0.55123789281066,-2.67457475679613,-0.745031915619304,-1.23797045421435,0.489913467331853,-1.63493100735074,-0.0812013372519389,-1.16508448190704,2.32193267915125,-0.834829501506273,-0.79375809253752,-0.268752140708429,1.75546017863232,1.59647083375903,-2.01952506486539,-0.809382637243734,2.13244661029639,0.309458069655494,0.995820948058373,0.259042316866444,-1.07160538112164,-1.51707110290144,1.88483987182215,-1.5051215882885,-0.601081701259908,1.80587136785727,-0.297991933871826,1.3489221217461,0.720375169072289,0.429763868294195,-1.51476395241199,2.24979099119354,NA,0.644341560552812,-0.135988354144665,0.272602022120688,2.23264724168137,-2.57829050242207,1.38031851796133,0.32656396700254,-1.25364345848313,NA,NA,1.94833491877432,NA,NA,NA,NA,NA
"469",1314,2006,1293,-4,0,"murray st.","OVC","north carolina","ACC",1.61854561987983,-1.59862872541376,-1.92934529842305,0.432472524918739,-1.91059215940959,0.361681552734644,-2.69167929232665,-1.64441422505449,2.94208589719419,0.697759768446319,-0.891384922379065,-1.66685079206265,-1.09329933831715,-1.9830003783713,-0.581799268785017,0.537776014403707,0.888040837622057,1.89931650197744,-0.921723625865409,-0.729826300715755,-1.62566737769078,-2.32572236681254,-2.67307692187679,-0.761035952179106,0.830864636050034,-0.92016052530335,-0.244141545652118,-0.987519426188988,0.999855467597131,0.74019821457649,1.36970808582917,0.03881456533101,-2.01136174568193,-0.0532478068407687,0.971809377571122,1.91459154325107,-0.723510912839103,-0.703613268777158,0.247026624632608,-1.96212415754442,-1.69339576738276,-0.904186696284801,-1.17973665456755,0.316142028115579,NA,-1.0398051072627,-1.21329108064861,0.218254557060654,0.47034503899084,-2.3290154073672,0.858408385158974,-2.14610145118156,-0.548583466030961,NA,NA,0.869335002040865,NA,NA,NA,NA,NA
"471",1314,2007,1425,-10,0,"usc","P10","north carolina","ACC",0.787161952472095,-1.66053907649414,-1.66774940158351,0.854406507657247,-1.60692189517274,1.38125179625994,-0.336012992477294,-0.679706185203215,-0.146765742992037,-1.98733504934389,-0.608856494393542,1.15985890827429,-2.4482231913157,-0.0849533526280778,-0.931656403845408,-0.253960103433403,1.41524024795153,0.427626567494483,1.38166765875518,-1.47215128634865,0.0455605495049719,-1.03166268746506,-1.16736294609622,-1.81280904208882,0.279832557896179,-1.25886617442995,-0.574251376236415,1.64367609992169,-0.133650112703175,-1.6361788333426,-0.64696282721415,1.09889731401806,0.19820987562992,-0.90521222802387,0.766534207119743,0.997994520676444,-1.13733602858174,0.448055149850071,-1.51808215604288,-1.67264519638235,-2.822424645607,-2.87168825057777,-0.970314835311361,-0.0633780028481989,NA,-2.11239833240427,-3.10668851030055,-1.91479763234884,-0.478298525750786,0.580981639811155,-2.3553108017097,-1.2807436208801,-1.2186199525927,NA,NA,0.933210252459385,NA,NA,NA,NA,NA
"475",1314,2009,1277,-17,0,"michigan st.","B10","north carolina","ACC",0.16189351212573,-0.76112249308279,-1.52555784717289,-0.498753374091343,-1.9061512893408,2.36074828376821,0.422369370853986,0.306474836898782,-0.380431711177407,1.3020417584479,-1.17391335036459,2.01697250367422,0.488154972475571,0.224173385423948,0.316084073773276,-0.193515272846243,-1.51135263531686,1.92150225673432,-1.23031914772911,-0.903888365524221,-1.66153175410259,-0.640748067119875,-0.17138383768654,1.2302119887717,-0.0604789397585239,-0.871699013271527,0.922535745902992,0.130984549554416,-1.13779135323385,-0.724979618928374,0.265152419283109,0.799841048030057,0.0635111404112864,0.20191299642745,-0.20409597816205,1.86606672482721,-0.974519826326943,-0.408940662601775,-0.893288462138644,-1.01089916465954,-3.58773241757931,-3.23809480023916,-1.30056440806037,-1.33456122590642,NA,-0.976992105718282,-1.09286789008886,-1.48781131038047,-1.89475607253722,1.01101723929427,-1.57046701186894,-2.4995847015753,0.318713049673581,-1.30613240474388,NA,-2.50644852353091,NA,NA,NA,-1.21422840049862,NA
"481",1314,2013,1437,-7,0,"villanova","BE","north carolina","ACC",0.475842615339965,-0.468119555199714,-1.06521888472594,-0.455571868953931,-1.0334549682807,-0.647104624679812,0.140775886818646,-0.0394255839709799,-0.305087389927345,0.157216033252078,-0.817775822135724,2.77051807217698,-0.378278241996712,4.72054825766747,-0.25734021898971,0.234253457341162,-0.713514720685916,2.42888179192794,-1.57285856005145,-0.169197241380376,1.2157596845458,0.847117871456759,1.81138905204586,-0.746990662570827,0.789027201509613,1.45148319980944,-1.344892004901,-1.24182025921795,0.642078707114062,-0.200894264259506,3.29482720039757,0.931429051907235,5.09853451331136,-1.91923295352168,-0.566367174387507,2.12634346765723,-2.62012798914656,1.08464991308708,-1.16931183656922,-0.546794918319051,-1.81430747935552,-3.48588701934291,-1.14369012221649,-1.27574453011125,-1.29960321618919,-0.70534157803973,-2.78051380765983,-0.470434012273262,0.0519325974143341,2.13928867056548,-3.19610910944074,-2.14874540948996,-0.8367352904168,0.391513509449907,-1.00333682822776,-1.56360167197242,1.0010218475142,1.53838068419612,-0.750878489599608,-0.0718122316311407,0.640278354381549
"487",1314,2016,1437,3,1,"villanova","BE","north carolina","ACC",-0.0444698907722293,0.306892363744935,-0.126833877148124,-0.707288330829332,-1.00821800288466,1.72470323280531,-0.125207151278775,-0.293935915841522,-0.15584641760505,0.184602700331286,1.37156063480946,0.374015006387175,-3.22624526128672,0.409103332238487,-0.558558763877706,0.936082032994585,-0.146513897506327,-0.0898292474654123,1.31091562024554,1.37005847122568,0.912324975160727,0.193483828009271,0.530800737236594,0.236686051196815,2.96188045865234,-1.06495610982751,-0.133144042204301,-1.67720019252679,-0.619419556554304,0.472966960910339,2.59229800903715,0.514366545143979,0.299085878548678,-2.98126105808131,2.6279134783268,-0.226508308572274,-0.0612711238359688,0.261579529757968,0.427362890877739,0.123992075649474,-0.990264740209969,-1.88994225751514,0.0956553901243775,2.35670882806269,-3.01972772877209,-2.00364184936836,-0.998264268060702,0.223115059508033,-0.849193694564701,0.103909660981044,-1.00739586552099,-1.17374500762423,-0.583583606240213,-0.587353092095207,-0.384542922879376,0.389083098067041,1.29350050838811,0.328447690492631,-1.55587084863255,0.587458265507044,0.419324670211947
"488",1314,2016,1344,-19,0,"providence","BE","north carolina","ACC",0.85174820705756,-1.7829904666397,-2.3436568481761,0.203562832927677,-0.315549526229339,2.66645548892566,-0.352849849957767,-0.471455630726362,0.0698573646022895,-1.42733265272529,-1.80304001636364,0.2766907267666,-2.6542550234,1.07372052053163,0.555964985856334,0.936082032994585,0.165395951906787,-0.444891019930847,-0.260850215865338,-2.11434440013845,-0.678180818807836,1.48919455830018,0.358830918317098,0.956674926885034,1.94495455235346,-1.83931603873443,1.94294597404984,1.03377379023619,-0.878670771865582,-0.207915548832507,1.38990974313697,-0.674006739331213,1.50214396167179,-2.63789962640189,1.76255402949753,-0.444741619601859,1.9157848235838,-1.65410641373941,-1.5097441976096,-1.53949417958249,-1.85998948149683,-2.88890821104624,-2.74612136361863,1.15411930924598,-1.46566874069061,-1.51231720110189,-1.11583746273575,-0.162694886012638,-0.759135427791682,0.422090702313895,-1.43269049869142,0.661533205538426,1.18367172745335,-1.51251707876827,-0.294433077584337,2.06469986361589,1.56527530464901,0.472440770677692,0.533529640295823,0.97849215294921,0.298319407817915
"489",1316,2015,1352,4,1,"robert morris","NEC","north florida","ASun",1.12128281337953,-0.582649987328027,-1.00003627433323,-0.288594293896359,-0.453740076027649,1.71428144477614,0.505955311573553,0.553673961649387,-0.390301692882569,1.06390311004888,-1.36169612996026,0.812477223502721,0.469098177329206,-0.896563930167264,0.644006498832004,1.53760202571166,1.43372764300957,0.624943737574804,-0.271161543197847,-1.34698644654479,-0.522972102025158,0.393343940697699,0.010825925549329,-0.841938455203855,-2.27528634289008,1.40268880210688,0.0276372868984596,-0.807112427143057,-0.458759203386321,2.20506649968922,3.24729009955158,2.31702898235602,-0.510587017715266,2.06835646700735,-1.69285733929645,0.221300740077896,-2.36620416547313,2.30524360041255,-0.959019380067225,-0.442310578710471,-1.39373021826231,-0.628118054850842,-1.16011774096906,-2.24008211070082,0.463192797669195,-0.57713978884783,-1.26698324360645,1.81913568866818,-1.07449980323397,0.580498035532545,-1.28764616476888,-0.63461095083649,-0.000168125327879354,2.0595232112327,1.01638738334471,0.924804230832604,2.12579166429325,0.0178105901881775,1.39155933423297,1.36008765346429,0.27167139640679
"494",1320,2006,1207,5,1,"georgetown","BE","northern iowa","MVC",-0.320282896867087,0.568834165545315,1.00212419001021,0.238784951999136,-0.50660267764433,-0.102905274699857,0.5492834316164,0.926649618551189,0.10394308578438,-1.10725657693006,0.618720999242738,-0.266271755536578,1.97609013182058,-0.674256001207533,1.05289234985506,0.46639144263419,1.11508985663059,0.665465630615636,0.387611411234494,0.631378137559323,-0.406127438783104,3.10855779600658,-0.682173322286843,1.16296380313826,-0.407204176077611,0.676995237952246,0.743305266341613,-0.987519426188988,0.610390791886687,0.94335842613227,1.18032368800013,1.5778279329815,-0.937498839883871,0.629121174654576,-0.157522972683751,0.332762334324621,-1.51658953373932,1.37245541680938,-0.0824288839909714,0.28244425141149,0.0253544221724991,0.497810796856423,0.656984000217548,0.046555531677756,NA,-0.252588184299709,1.23906121628528,0.381531076735755,-0.153893780365818,-0.360524283075243,1.26601636375728,-0.176887640821902,0.875723630158305,NA,NA,-1.33596188299667,NA,NA,NA,NA,NA
"495",1320,2009,1345,5,1,"purdue","B10","northern iowa","MVC",-1.21156364222735,1.32256933621517,-0.111302589293747,-2.31172248633855,1.34139118502871,-1.54913697523089,1.19968242481983,0.77688872103384,-1.25863644698378,-1.04982436612117,-0.637487276864586,-0.546689338135565,0.105300851388744,-1.84887402358063,-1.93720705253876,2.00317640042446,1.81483755050325,-0.0991057035952606,0.119261146532636,-0.932359947111289,-1.57856809734967,0.519337736682676,0.17662115508123,1.35953377965657,-0.745110521733171,-1.06510974936785,-1.59985042794975,-1.96025203766821,1.67862634955865,2.02782458768051,0.883303486720713,-1.96264208083772,-2.08451076817526,1.07306890137896,-0.0634689528010519,0.0717609994185292,1.4040746964572,-1.53603701741684,0.462916809772996,1.38748671767636,0.29744697793619,1.09028154164418,-0.511200845681469,0.125066787652754,NA,0.239130166393299,1.43064434962916,2.05420600021613,1.80397912427789,-0.102540645730614,1.20463486176061,-0.450207550885891,-1.29418718861964,-1.75635501477055,NA,1.85952288437963,NA,NA,NA,2.27543002891808,NA
"503",1323,2015,1139,0,0,"butler","BE","notre dame","ACC",0.220053359222117,-0.569989012150218,-2.49816014269637,-2.00020838304825,-0.0723067163584787,-1.9632198309853,0.33497379296217,0.840519992665568,0.286875125742693,2.594818997385,-3.82196375695979,1.12224906590379,1.76652198723489,0.851412591571895,-0.470517250902036,0.836533153755284,-2.38144371434042,1.59407550277154,-1.34628115656069,-4.26450114634167,-1.62316770056198,2.65726044166268,0.186861099397601,-1.46684921418672,-1.73203801516988,-0.871827046221812,-0.0764417851273761,-1.44315948822334,-0.134891135161733,-0.35128923154475,0.00361398641030319,0.695497741418157,1.53596669397166,0.615509540385252,-1.27294844583676,1.53304554498734,-0.992927976473368,-0.0827562489704474,-1.77964691804644,-0.34934160656114,-1.83323201692584,-1.87161117255723,-3.40640495590673,-1.86251582783231,2.18511882351045,1.31674900721852,-2.12677407194639,-0.293303309896981,-0.507693329862731,0.948910901222747,-3.00445470184345,-1.70135965621893,-0.55773729637554,-0.554847704991049,-2.32076279887849,-0.825400255409391,-1.001956792704,0.34503983794937,3.67012614390368,0.795146744011381,-1.6060981236076
"506",1323,2016,1276,-7,0,"michigan","B10","notre dame","ACC",0.319401417335078,-0.335804407277301,-0.923496527922827,-0.638757474147626,0.297457392072997,-0.981928808336519,-0.345856412127157,-0.268004900254015,0.263317749351444,-0.220964828678267,0.210098007091982,-0.456614723437498,-2.04598261742874,-1.02880261793936,0.795845897939395,1.14969704787344,-1.96482894899218,0.13207314828106,0.19020413554844,-0.0557229917125813,-0.116372737854917,1.36430146294417,-1.77543190170205,1.41397583840733,1.75222996701044,-1.01646899120563,1.71345599978039,0.0499440346523621,-1.33327483626136,-0.0779653384819985,0.00543962207782048,0.52386705866532,-1.0267755330346,-1.51026528576678,1.87517726963744,-0.0608506826061901,0.402953952691445,-0.303676343113997,-0.36625139643095,-0.0798653075934653,-0.300320469985597,-0.358806253686773,-0.574744392023552,1.64432911774232,-1.57932503861078,-1.08324236168133,0.854543116373669,0.049304794677939,-1.39387288917723,-0.223728692322275,0.995780283079318,-0.523127464050741,0.846375198121838,-0.66454081376546,-2.06137674028124,-0.243805799333008,-0.407656130159364,-1.59507251462167,0.201996006624852,1.25141752348446,-2.11466338576907
"513",1326,2007,1196,9,1,"florida","SEC","ohio st.","B10",-0.0424104802214006,0.219020444389088,0.43559049826661,0.158391481273776,0.265727357363967,-0.627693305680306,-0.253106283131834,-0.0375977821909914,0.425653225277392,-1.66445570516083,2.28526078468483,1.69995099635065,0.765898695582359,1.4968688720378,-0.585262644048438,-0.562248078206913,-1.05714135551077,1.01083982308859,1.80278808033963,1.99333921007086,-0.338365425804826,0.0650134556091377,2.65994358509756,-0.4032485119753,-0.552455963259196,-2.42041887108535,0.705153026622009,-1.24509862116956,-1.07049650448891,-0.294549022399513,-1.73776639377128,-1.58562225295012,0.406649827322742,0.243882202091197,-0.413235361495871,1.08442632300924,1.9132050236371,-2.8087438195575,-0.315002868415928,0.33483929622166,1.04126598424797,0.870684523952553,2.48719454156973,-0.019777477430155,NA,0.634555777379502,0.202778364057802,-0.131364896101906,-0.636599046833701,1.71016973030495,-1.20198870997497,0.189448752337251,0.239964650210633,NA,NA,-1.59338001577174,NA,NA,NA,NA,NA
